#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
3250	-95788	-90232	-91024	-102316	-101186	-86572	-84832	-95325	-93199	-93291
3251	-95881	-90437	-91090	-102318	-101522	-86489	-84951	-95486	-93299	-93276
3252	-96102	-90618	-91122	-102374	-101709	-86475	-84978	-95525	-93277	-93170
3253	-96106	-90650	-91105	-102323	-101892	-86506	-85144	-95503	-93276	-93022
3254	-96188	-90530	-91197	-102393	-102057	-86452	-85318	-95396	-93357	-93071
3255	-96405	-90544	-91192	-102509	-102218	-86378	-85406	-95435	-93478	-93086
3256	-96425	-90682	-91117	-102679	-102323	-86658	-85560	-95345	-93536	-93043
3257	-96358	-90861	-91295	-102723	-102416	-86807	-85603	-95292	-93702	-93110
3258	-96502	-90939	-91338	-102861	-102505	-86764	-85628	-95397	-93956	-93080
3259	-96500	-90845	-91359	-102995	-102682	-86990	-85637	-95326	-94098	-93223
3260	-96570	-90929	-91386	-103156	-102754	-87215	-85707	-95383	-94268	-93251
3261	-96561	-91083	-91611	-103271	-102833	-87279	-85729	-95396	-94394	-93385
3262	-96750	-91127	-91729	-103342	-102934	-87540	-85766	-95352	-94544	-93429
3263	-96786	-91183	-91935	-103452	-103130	-87677	-85883	-95353	-94597	-93549
3264	-96943	-91369	-92068	-103629	-103152	-87639	-85977	-95316	-94717	-93498
3265	-97030	-91589	-92208	-103732	-103329	-87775	-85863	-95239	-94854	-93597
3266	-97185	-91577	-92250	-103909	-103398	-87834	-85898	-95116	-95077	-93633
3267	-97177	-91641	-92303	-103837	-103344	-87838	-85881	-95051	-95281	-93685
3268	-97374	-91700	-92480	-103868	-103229	-87976	-85885	-94928	-95439	-93823
3269	-97548	-91603	-92622	-103873	-103345	-88003	-85880	-94858	-95503	-93885
3270	-97542	-91691	-92710	-103885	-103334	-88182	-85833	-94788	-95664	-93889
3271	-97585	-91729	-92781	-103979	-103402	-88391	-85858	-94764	-95765	-93881
3272	-97773	-91711	-92884	-104062	-103826	-88710	-85770	-94715	-95613	-94073
3273	-97832	-91606	-92880	-104088	-104002	-88936	-85836	-94577	-95570	-94005
3274	-97708	-91556	-92975	-104129	-104051	-88919	-85838	-94588	-95508	-93945
3275	-97923	-91473	-92965	-104318	-104065	-89022	-85954	-94464	-95610	-93856
3276	-97944	-91499	-93007	-104506	-104077	-89062	-85967	-94262	-95637	-93921
3277	-98149	-91535	-93062	-104646	-103979	-89055	-86032	-94014	-95626	-93964
3278	-98343	-91414	-93178	-104727	-103940	-89111	-86059	-93891	-95758	-93945
3279	-98391	-91376	-93296	-104639	-103991	-89212	-86063	-93831	-95902	-93788
3280	-98339	-91442	-93429	-104691	-103966	-89208	-86117	-93586	-95835	-93781
3281	-98368	-91415	-93588	-104652	-103980	-89304	-86205	-93517	-95629	-93731
3282	-98469	-91373	-93725	-104690	-103975	-89337	-86288	-93405	-95664	-93726
3283	-98587	-91335	-93782	-104686	-103917	-89461	-86358	-93195	-95636	-93581
3284	-98485	-91293	-93584	-104799	-103644	-89465	-86438	-92887	-95538	-93462
3285	-98343	-91317	-93496	-104943	-103624	-89481	-86545	-92340	-95446	-93528
3286	-98390	-91323	-93399	-104778	-103674	-89634	-86498	-92080	-95375	-93484
3287	-98577	-91283	-93466	-104585	-103682	-89719	-86343	-91869	-95448	-93386
3288	-98626	-91283	-93412	-104443	-103705	-89901	-86059	-91662	-95433	-93184
3289	-98691	-91191	-93343	-104522	-103723	-89980	-86010	-91545	-95378	-92872
3290	-98499	-91052	-93379	-104502	-103767	-90014	-85866	-91426	-95455	-92603
3291	-98520	-91148	-93308	-104479	-103713	-90147	-85699	-91274	-95380	-92417
3292	-98550	-91064	-93264	-104564	-103573	-90224	-85633	-91183	-95320	-92320
3293	-98456	-90901	-93539	-104644	-103407	-90424	-85578	-90915	-95358	-92216
3294	-98331	-90830	-93465	-104843	-103281	-90362	-85590	-90758	-95278	-92052
3295	-98234	-90781	-93412	-104955	-103242	-90253	-85537	-90513	-95186	-91937
3296	-98098	-90832	-93234	-105003	-103244	-90198	-85604	-90234	-95057	-91983
3297	-98062	-90686	-93042	-104961	-103173	-90117	-85451	-89925	-94993	-92053
3298	-97904	-90713	-92795	-105035	-102992	-89962	-85310	-89719	-94999	-92129
3299	-97747	-90792	-92703	-104906	-102877	-90042	-85178	-89532	-94909	-92033
3300	-97741	-90716	-92685	-104815	-102767	-90125	-85154	-89280	-94819	-92004
3301	-97564	-90683	-92665	-104836	-102625	-90190	-85133	-89167	-94802	-91750
3302	-97520	-90635	-92638	-104612	-102488	-90210	-85131	-89008	-94904	-91654
3303	-97506	-90465	-92627	-104486	-102370	-90166	-85242	-88859	-94760	-91470
3304	-97369	-90361	-92534	-104427	-102091	-90104	-85290	-88859	-94818	-91252
3305	-97250	-90278	-92318	-104411	-102002	-90097	-85386	-88844	-94729	-91180
3306	-97096	-90347	-92214	-104322	-101826	-89943	-85496	-88708	-94736	-91180
3307	-97207	-90371	-92131	-104274	-101792	-89891	-85515	-88735	-94585	-91064
3308	-97027	-90172	-92083	-104216	-101753	-89879	-85529	-88723	-94482	-90835
3309	-96910	-90020	-92046	-104187	-101631	-90000	-85413	-88653	-94431	-90643
3310	-96815	-89926	-91982	-104205	-101480	-89918	-85303	-88490	-94382	-90635
3311	-96752	-89859	-91843	-104257	-101362	-89892	-85287	-88511	-94277	-90468
3312	-96555	-89796	-91754	-104131	-101278	-89858	-85368	-88415	-94248	-90330
3313	-96299	-89791	-91811	-103999	-101229	-89912	-85216	-88162	-94152	-90228
3314	-96044	-89873	-91627	-104088	-101266	-89878	-85060	-88193	-94089	-90197
3315	-95920	-89717	-91388	-103956	-101255	-89799	-84985	-88284	-93978	-90087
3316	-95757	-89832	-91230	-103820	-101244	-89654	-84968	-88311	-93843	-90027
3317	-95654	-89915	-91117	-103794	-101308	-89619	-85047	-88271	-93947	-89878
3318	-95564	-90102	-91010	-103636	-101297	-89481	-85075	-88449	-94147	-89642
3319	-95637	-90197	-90882	-103587	-101209	-89235	-85011	-88470	-94104	-89459
3320	-95477	-90142	-90798	-103651	-101290	-89201	-84926	-88410	-94160	-89398
3321	-95455	-90289	-90729	-103516	-101204	-89255	-84901	-88390	-94102	-89352
3322	-95270	-90266	-90791	-103407	-101175	-89195	-84791	-88351	-93956	-89070
3323	-95253	-90251	-90714	-103383	-101348	-89233	-84874	-88215	-93932	-89056
3324	-95058	-90146	-90588	-103311	-101304	-89370	-84839	-88270	-94042	-88997
3325	-95008	-90067	-90721	-103361	-101280	-89357	-85039	-88416	-93824	-88838
3326	-94899	-90058	-90849	-103313	-101364	-89444	-85156	-88453	-93650	-88818
3327	-94932	-90078	-90824	-103024	-101438	-89425	-85176	-88452	-93539	-88550
3328	-95023	-89904	-90977	-103036	-101455	-89294	-85256	-88488	-93490	-88401
3329	-95026	-90105	-90987	-102972	-101397	-89247	-85400	-88512	-93613	-88331
3330	-94962	-90009	-91100	-103115	-101463	-89171	-85316	-88785	-93588	-88141
3331	-94900	-89980	-91063	-103020	-101452	-89168	-85257	-88910	-93487	-88078
3332	-94549	-89911	-91211	-102918	-101497	-89142	-85129	-89126	-93321	-88135
3333	-94439	-90008	-91308	-102861	-101408	-89046	-85143	-89508	-93315	-88252
3334	-94531	-89900	-91326	-102943	-101483	-88959	-85221	-89589	-93343	-88360
3335	-94442	-89896	-91303	-102960	-101420	-89017	-85211	-89620	-93309	-88422
3336	-94325	-89847	-91335	-102943	-101446	-89040	-85134	-89752	-93307	-88527
3337	-94475	-89848	-91164	-102990	-101603	-89247	-85060	-89709	-93289	-88628
3338	-94596	-89930	-91311	-102871	-101567	-89315	-85052	-89683	-93390	-88638
3339	-94532	-90051	-91233	-102916	-101586	-89324	-85179	-89786	-93438	-88744
3340	-94486	-90094	-91076	-102904	-101740	-89260	-85182	-89732	-93482	-88918
3341	-94368	-90139	-91275	-102945	-101659	-89366	-85165	-89957	-93537	-89083
3342	-94380	-90004	-91309	-103124	-101635	-89485	-85296	-90130	-93534	-89162
3343	-94577	-90111	-91338	-103199	-101521	-89457	-85287	-90245	-93613	-89187
3344	-94643	-90139	-91570	-103209	-101525	-89377	-85125	-90361	-93639	-89329
3345	-94589	-90300	-91524	-103195	-101637	-89349	-84980	-90524	-93774	-89281
3346	-94611	-90285	-91605	-103015	-101716	-89220	-84933	-90699	-93888	-89290
3347	-94542	-90360	-91831	-103021	-101750	-89233	-84941	-90853	-94113	-89276
3348	-94489	-90383	-92051	-103163	-101700	-89454	-84847	-90935	-94078	-89249
3349	-94509	-90578	-92187	-103104	-101659	-89623	-84859	-91059	-93912	-89478
3350	-94492	-90725	-92122	-103152	-101751	-89763	-84898	-91217	-94005	-89511
3351	-94553	-90800	-92119	-103118	-101965	-89816	-85065	-91455	-94199	-89513
3352	-94594	-90992	-92251	-103237	-101988	-89993	-85149	-91528	-94388	-89628
3353	-94715	-91107	-92403	-103321	-102099	-90143	-85195	-91789	-94505	-89744
3354	-94925	-91247	-92584	-103384	-102360	-90227	-85388	-91922	-94597	-89783
3355	-95068	-91366	-92642	-103507	-102464	-90170	-85611	-92055	-94535	-89950
3356	-95285	-91517	-92781	-103380	-102439	-90057	-85796	-92088	-94599	-89935
3357	-95328	-91592	-92849	-103351	-102438	-90034	-85874	-92458	-94770	-89962
3358	-95568	-91727	-92940	-103430	-102557	-89953	-85733	-92506	-94780	-90005
3359	-95632	-91914	-92911	-103560	-102539	-90111	-85679	-92503	-94826	-90228
3360	-95685	-92031	-92973	-103677	-102760	-90212	-85686	-92765	-94715	-90377
3361	-95906	-92152	-92823	-103702	-102838	-90216	-85771	-92926	-94769	-90575
3362	-96168	-92244	-92977	-103761	-102885	-90334	-85834	-92993	-94775	-90544
3363	-96333	-92312	-93184	-103954	-102787	-90464	-85961	-92952	-94814	-90507
3364	-96453	-92376	-93329	-104088	-102802	-90425	-86103	-93186	-95047	-90692
3365	-96519	-92521	-93511	-104429	-102800	-90648	-86146	-93324	-95213	-90783
3366	-96666	-92663	-93586	-104625	-102688	-90747	-86221	-93418	-95351	-90977
3367	-96779	-92815	-93536	-104649	-102759	-90819	-86330	-93687	-95621	-91141
3368	-96866	-92911	-93585	-104865	-102775	-90934	-86371	-93855	-95950	-91468
3369	-96770	-92979	-93697	-104974	-102649	-90796	-86431	-94105	-96021	-91712
3370	-96903	-93133	-93699	-105036	-102556	-90895	-86628	-94267	-96266	-92014
3371	-96970	-93401	-93753	-105237	-102492	-90932	-86738	-94457	-96484	-92210
3372	-97000	-93494	-93963	-105487	-102512	-91071	-86766	-94704	-96551	-92469
3373	-97183	-93698	-94136	-105628	-102537	-91111	-86715	-94806	-96559	-92735
3374	-97328	-93815	-94242	-105740	-102574	-91038	-86519	-95086	-96768	-92849
3375	-97339	-94004	-94349	-105760	-102648	-90860	-86486	-95377	-96920	-93227
3376	-97513	-94116	-94432	-106003	-102813	-90843	-86504	-95710	-96843	-93576
3377	-97623	-94246	-94456	-106152	-103032	-90971	-86530	-96021	-96737	-93805
3378	-97940	-94407	-94530	-106269	-103206	-90936	-86682	-96198	-96791	-93973
3379	-98264	-94570	-94536	-106450	-103425	-91003	-86891	-96337	-96850	-94427
3380	-98499	-94632	-94626	-106624	-103489	-91121	-87210	-96442	-96981	-94696
3381	-98731	-94722	-94729	-106714	-103612	-91171	-87488	-96686	-97049	-94951
3382	-98810	-94962	-94761	-106951	-103543	-91193	-87555	-96811	-97232	-95153
3383	-98882	-94990	-94739	-107144	-103662	-91288	-87597	-96995	-97406	-95497
3384	-99089	-94999	-94723	-107255	-103612	-91254	-87688	-97160	-97695	-95715
3385	-99151	-95120	-94738	-107400	-103784	-91304	-87809	-97561	-97740	-96002
3386	-99535	-95226	-94750	-107546	-104138	-91542	-87876	-97737	-97806	-96252
3387	-99688	-95359	-94804	-107705	-104398	-91674	-88065	-97992	-97951	-96334
3388	-99891	-95598	-94797	-107852	-104480	-91848	-88264	-98147	-97879	-96416
3389	-100154	-95871	-94935	-108030	-104657	-91948	-88573	-98438	-97875	-96581
3390	-100507	-96002	-95017	-108102	-104888	-91983	-88911	-98704	-97997	-96628
3391	-100764	-96136	-95073	-108292	-104982	-91826	-89224	-98839	-98116	-96778
3392	-101033	-96386	-95199	-108447	-104950	-91993	-89580	-99047	-98332	-96910
3393	-101310	-96613	-95372	-108588	-105141	-91976	-89793	-99145	-98661	-97081
3394	-101298	-96784	-95535	-108547	-105311	-92010	-89821	-99237	-98781	-97248
3395	-101464	-96921	-95606	-108639	-105508	-92152	-90030	-99280	-98983	-97467
3396	-101560	-97052	-95630	-108734	-105728	-92267	-90213	-99471	-98947	-97574
3397	-101615	-97355	-95721	-108815	-105922	-92516	-90323	-99702	-99113	-97601
3398	-101925	-97474	-95727	-109056	-106119	-92746	-90353	-99931	-99189	-97615
3399	-102073	-97456	-95656	-109202	-106463	-92944	-90370	-100073	-99361	-97645
3400	-102089	-97591	-95620	-109418	-106643	-93235	-90473	-100327	-99715	-97732
3401	-102211	-97743	-95638	-109534	-107054	-93382	-90553	-100670	-99906	-97979
3402	-102349	-97845	-95814	-109480	-107351	-93535	-90669	-100924	-100182	-98182
3403	-102521	-97912	-96144	-109600	-107699	-93668	-90711	-101066	-100327	-98616
3404	-102765	-98085	-96369	-109564	-107951	-93745	-90732	-101355	-100490	-98854
3405	-102796	-98226	-96651	-109818	-108202	-93794	-90716	-101467	-100722	-99178
3406	-102754	-98334	-96855	-110008	-108517	-93929	-90870	-101713	-100783	-99349
3407	-102779	-98376	-96919	-110330	-108530	-93953	-91178	-101829	-100983	-99538
3408	-102948	-98512	-96864	-110516	-108650	-94089	-91386	-101922	-101388	-99725
3409	-103123	-98651	-97081	-110750	-108799	-94237	-91539	-102248	-101594	-99891
3410	-103347	-98638	-97077	-110907	-108899	-94374	-91662	-102312	-101854	-100023
3411	-103528	-98625	-96991	-111037	-108991	-94438	-91863	-102492	-102104	-100188
3412	-103871	-98724	-96977	-111174	-108883	-94398	-92034	-102763	-102133	-100310
3413	-103949	-98759	-97101	-111228	-108948	-94570	-92112	-102922	-102236	-100404
3414	-104078	-98633	-97286	-111221	-109147	-94711	-92101	-103104	-102316	-100486
3415	-104242	-98559	-97618	-111273	-109489	-94806	-92062	-103184	-102510	-100561
3416	-104272	-98787	-97894	-111489	-109779	-94947	-92272	-103302	-102797	-100651
3417	-104470	-98789	-98153	-111601	-110069	-95185	-92514	-103519	-102826	-100747
3418	-104869	-98848	-98096	-111825	-110219	-95160	-92697	-103558	-102982	-100750
3419	-104936	-99092	-98072	-111965	-110502	-95393	-92864	-103701	-103280	-100884
3420	-105225	-99234	-98113	-112157	-110782	-95422	-93005	-103780	-103519	-100999
3421	-105480	-99365	-98179	-112355	-110954	-95454	-93107	-103897	-103637	-101054
3422	-105461	-99309	-98172	-112365	-111051	-95748	-93027	-103968	-103743	-101143
3423	-105773	-99335	-98146	-112334	-111336	-96040	-92935	-104065	-103743	-101292
3424	-105832	-99407	-98221	-112260	-111565	-96284	-92897	-104086	-103914	-101415
3425	-106008	-99487	-98242	-112161	-111806	-96537	-92934	-104109	-103945	-101509
3426	-106233	-99419	-98404	-112224	-111933	-96827	-92907	-104024	-104024	-101524
3427	-106344	-99479	-98536	-112251	-112085	-96899	-92782	-104025	-104017	-101584
3428	-106378	-99538	-98510	-112314	-112274	-96927	-92892	-103907	-104005	-101720
3429	-106467	-99459	-98714	-112405	-112493	-97031	-93093	-103956	-104032	-101784
3430	-106613	-99562	-98823	-112264	-112616	-97180	-93255	-103881	-104068	-101766
3431	-106753	-99650	-99117	-112336	-112736	-97507	-93360	-103953	-104159	-101679
3432	-106996	-99643	-99438	-112365	-112927	-97750	-93444	-104109	-104286	-101834
3433	-107304	-99664	-99679	-112369	-113101	-97945	-93528	-103991	-104291	-101797
3434	-107351	-99760	-99952	-112508	-113302	-98180	-93699	-103927	-104399	-101872
3435	-107477	-99759	-100173	-112501	-113500	-98401	-93781	-103888	-104522	-102040
3436	-107735	-99621	-100268	-112672	-113699	-98601	-93673	-103915	-104429	-102085
3437	-107909	-99519	-100510	-112876	-113789	-98608	-93703	-103883	-104315	-102242
3438	-108022	-99395	-100569	-112969	-114019	-98743	-93965	-103961	-104381	-102270
3439	-108173	-99232	-100545	-113041	-114174	-98759	-94076	-103884	-104411	-102143
3440	-108290	-99251	-100634	-113045	-114468	-98642	-94128	-103828	-104438	-102036
3441	-108390	-99253	-100728	-113033	-114538	-98791	-94183	-103878	-104559	-101989
3442	-108495	-99214	-100843	-113080	-114663	-98961	-94255	-103880	-104341	-101851
3443	-108772	-99425	-101044	-113167	-114857	-98838	-94281	-103797	-104364	-101907
3444	-108890	-99668	-101148	-113253	-114853	-98959	-94217	-103642	-104419	-102011
3445	-108868	-99737	-101255	-113527	-114781	-98978	-94123	-103558	-104492	-102016
3446	-108909	-99817	-101296	-113727	-114767	-99059	-94034	-103569	-104506	-102231
3447	-108964	-99798	-101275	-113712	-114968	-99249	-94113	-103446	-104372	-102437
3448	-109037	-99713	-101289	-113759	-115134	-99388	-94076	-103382	-104286	-102601
3449	-109001	-99690	-101150	-113684	-115021	-99516	-94247	-103242	-104416	-102680
3450	-109101	-99751	-101124	-113741	-115065	-99635	-94313	-102940	-104560	-102938
3451	-109167	-99741	-101167	-113721	-115001	-99584	-94471	-102713	-104707	-102897
3452	-109276	-99735	-101398	-113754	-115184	-99668	-94294	-102579	-104669	-102859
3453	-109276	-99596	-101594	-113699	-115220	-99694	-94241	-102261	-104613	-102807
3454	-109248	-99494	-101625	-113749	-115224	-99620	-94199	-102120	-104759	-102625
3455	-109333	-99499	-101530	-113806	-115195	-99642	-94139	-101909	-104747	-102638
3456	-109296	-99490	-101462	-113864	-114964	-99623	-94242	-101935	-104781	-102740
3457	-109210	-99510	-101234	-113859	-114874	-99695	-94351	-101919	-104837	-102670
3458	-109245	-99559	-101275	-113944	-114822	-99716	-94394	-101874	-104859	-102699
3459	-109418	-99593	-101425	-114015	-114701	-99801	-94467	-101833	-104832	-102614
3460	-109510	-99591	-101433	-113940	-114669	-99969	-94463	-101844	-104740	-102536
3461	-109559	-99532	-101552	-113926	-114629	-99932	-94543	-101719	-104667	-102479
3462	-109593	-99280	-101564	-113895	-114669	-100038	-94548	-101574	-104606	-102445
3463	-109527	-99223	-101794	-113813	-114563	-100230	-94569	-101434	-104528	-102355
3464	-109564	-99072	-101883	-113841	-114370	-100304	-94597	-101209	-104424	-102273
3465	-109530	-99026	-101893	-113879	-114260	-100220	-94602	-101132	-104231	-102280
3466	-109660	-98970	-101747	-113903	-114337	-100311	-94549	-100944	-103949	-102244
3467	-109682	-98960	-101379	-114035	-114373	-100262	-94681	-100962	-104004	-102330
3468	-109670	-98716	-101278	-114046	-114643	-100232	-94672	-100834	-104040	-102377
3469	-109797	-98665	-101331	-113998	-114581	-100306	-94667	-100755	-103890	-102456
3470	-109695	-98785	-101498	-114051	-114343	-100282	-94586	-100790	-103708	-102397
3471	-109664	-98998	-101481	-113964	-114284	-100141	-94611	-100772	-103801	-102234
3472	-109578	-99103	-101355	-113850	-114296	-100054	-94546	-100775	-103834	-102103
3473	-109463	-98951	-101381	-113656	-114071	-99992	-94540	-100721	-103803	-102134
3474	-109440	-98815	-101390	-113651	-113808	-100001	-94681	-100794	-103674	-101910
3475	-109391	-98715	-101254	-113844	-113743	-100034	-94595	-100683	-103701	-101990
3476	-109186	-98595	-101077	-114022	-113731	-100109	-94587	-100664	-103757	-102082
3477	-109007	-98461	-101065	-114003	-113418	-100269	-94812	-100622	-103715	-102112
3478	-108939	-98391	-101064	-113972	-113273	-100303	-94939	-100626	-103594	-101940
3479	-108907	-98396	-100993	-113879	-113107	-100388	-94895	-100470	-103421	-101835
3480	-108681	-98381	-101115	-113880	-112952	-100364	-94800	-100495	-103417	-101788
3481	-108673	-98451	-100992	-113774	-112722	-100430	-94683	-100440	-103285	-101901
3482	-108607	-98561	-100865	-113583	-112709	-100463	-94588	-100438	-103341	-101994
3483	-108605	-98495	-100697	-113627	-112588	-100651	-94563	-100372	-103389	-101805
3484	-108387	-98333	-100661	-113472	-112516	-100635	-94489	-100282	-103394	-101664
3485	-108192	-98163	-100672	-113359	-112544	-100837	-94509	-100312	-103534	-101420
3486	-107997	-97981	-100733	-113449	-112291	-100669	-94502	-100174	-103481	-101229
3487	-107895	-97838	-100562	-113474	-112408	-100657	-94490	-100161	-103406	-100957
3488	-107934	-97719	-100454	-113601	-112374	-100695	-94426	-100144	-103303	-100875
3489	-107974	-97479	-100466	-113870	-112364	-100825	-94426	-100203	-103057	-100687
3490	-108049	-97273	-100391	-113824	-112306	-100901	-94592	-100219	-102920	-100515
3491	-108174	-97276	-100462	-113777	-112258	-100864	-94719	-100056	-102859	-100314
3492	-108207	-97144	-100253	-113710	-112106	-101052	-94771	-100108	-102959	-100200
3493	-108219	-97113	-100107	-113539	-112034	-101072	-95083	-100109	-102903	-100067
3494	-108266	-97047	-100011	-113371	-112000	-101170	-95328	-100082	-103038	-99832
3495	-108298	-97102	-100043	-113253	-111923	-101167	-95416	-100054	-103157	-99572
3496	-108308	-97123	-99927	-113154	-112018	-101201	-95527	-99829	-103167	-99437
3497	-107981	-97177	-99944	-113146	-112058	-101201	-95649	-100018	-103179	-99355
3498	-107784	-97030	-100084	-113077	-111979	-101092	-95650	-100172	-103224	-99202
3499	-107631	-96879	-100094	-113067	-112061	-101145	-95552	-100216	-103298	-99180
3500	-107326	-96698	-100076	-113147	-112107	-101180	-95533	-100176	-103161	-98989
3501	-107199	-96540	-100106	-113059	-112215	-101230	-95450	-100048	-103128	-98825
3502	-107106	-96388	-100171	-113049	-112215	-101183	-95501	-100122	-103048	-98616
3503	-107032	-96337	-100214	-113187	-112378	-101314	-95594	-99935	-102893	-98422
3504	-107024	-96378	-100258	-113114	-112357	-101450	-95548	-99849	-102866	-98223
3505	-106904	-96402	-100139	-113020	-112058	-101319	-95730	-99822	-102852	-98153
3506	-106878	-96505	-100056	-113056	-111943	-101346	-95718	-99951	-102836	-98201
3507	-106734	-96356	-100047	-113118	-111928	-101341	-95718	-99935	-102884	-98288
3508	-106701	-96248	-100082	-113127	-111881	-101273	-95617	-99895	-102898	-98398
3509	-106467	-96406	-100246	-113186	-111870	-100999	-95441	-100067	-102900	-98401
3510	-106175	-96398	-100100	-113349	-111831	-100976	-95260	-100145	-102917	-98216
3511	-106121	-96435	-100067	-113516	-111888	-100921	-95115	-100298	-102903	-98104
