#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
2926	-71108	-69572	-69835	-79381	-76635	-66250	-62883	-69441	-72507	-69440
2927	-71065	-69522	-69798	-79395	-76709	-66176	-62866	-69360	-72457	-69458
2928	-70869	-69495	-69698	-79358	-76793	-66153	-62884	-69287	-72413	-69576
2929	-70747	-69477	-69655	-79356	-76860	-66172	-62969	-69117	-72308	-69527
2930	-70696	-69240	-69703	-79311	-76837	-66110	-63020	-68927	-72220	-69447
2931	-70526	-69141	-69697	-79445	-76861	-66065	-63116	-68797	-72099	-69211
2932	-70524	-68994	-69645	-79485	-76730	-66040	-63083	-68683	-72035	-69125
2933	-70508	-68889	-69634	-79378	-76702	-65999	-62974	-68623	-72123	-69058
2934	-70395	-68758	-69531	-79282	-76499	-66068	-62892	-68562	-72121	-69088
2935	-70211	-68669	-69381	-79187	-76382	-66082	-62812	-68280	-72081	-69081
2936	-70061	-68652	-69326	-79287	-76322	-66127	-62799	-68262	-71995	-68915
2937	-69875	-68641	-69297	-79147	-76183	-66156	-62686	-68202	-71860	-68831
2938	-69828	-68591	-69265	-79170	-76131	-66158	-62546	-67971	-71777	-68585
2939	-69801	-68655	-69186	-79208	-75921	-66170	-62544	-67731	-71704	-68485
2940	-69709	-68676	-69139	-79034	-75870	-66070	-62436	-67511	-71598	-68368
2941	-69650	-68584	-69125	-78943	-75944	-65992	-62443	-67372	-71484	-68213
2942	-69600	-68538	-69183	-78865	-75854	-66010	-62408	-67203	-71474	-68088
2943	-69493	-68430	-69236	-78842	-75738	-66017	-62310	-66974	-71421	-67974
2944	-69370	-68343	-69115	-78898	-75523	-65955	-62225	-66809	-71492	-67782
2945	-69396	-68151	-69003	-78796	-75408	-65936	-62106	-66674	-71495	-67642
2946	-69361	-67995	-68928	-78721	-75220	-65961	-61894	-66464	-71451	-67373
2947	-69299	-67836	-68883	-78620	-75121	-65939	-61815	-66416	-71345	-67202
2948	-69332	-67757	-68821	-78547	-75001	-65839	-61886	-66205	-71365	-67082
2949	-69151	-67712	-68733	-78270	-74987	-65691	-61881	-66081	-71277	-66887
2950	-69135	-67741	-68696	-78076	-74879	-65575	-61808	-66078	-71271	-66952
2951	-69142	-67678	-68628	-77975	-74814	-65432	-61764	-66057	-71155	-66865
2952	-69003	-67552	-68558	-77872	-74667	-65393	-61699	-65899	-71087	-66733
2953	-68880	-67526	-68559	-77715	-74524	-65410	-61633	-65784	-71088	-66611
2954	-68869	-67418	-68526	-77577	-74383	-65394	-61652	-65682	-70985	-66472
2955	-68848	-67229	-68492	-77642	-74175	-65419	-61473	-65558	-71013	-66263
2956	-68769	-67195	-68463	-77545	-74195	-65391	-61503	-65390	-70966	-66011
2957	-68694	-67089	-68290	-77370	-74179	-65469	-61473	-65344	-70820	-65796
2958	-68616	-66898	-68256	-77283	-74073	-65449	-61330	-65324	-70770	-65600
2959	-68546	-66746	-68272	-77064	-73968	-65366	-61297	-65339	-70830	-65467
2960	-68568	-66660	-68343	-76885	-73847	-65284	-61231	-65305	-70664	-65428
2961	-68643	-66381	-68361	-76738	-73734	-65200	-61136	-65211	-70610	-65339
2962	-68554	-66372	-68411	-76390	-73728	-65099	-61139	-65169	-70434	-65149
2963	-68359	-66231	-68344	-76144	-73669	-65024	-61047	-65182	-70253	-65001
2964	-68269	-66181	-68315	-76085	-73638	-65087	-60904	-65066	-70085	-64802
2965	-68214	-66087	-68151	-75935	-73550	-65107	-60883	-64943	-70048	-64522
2966	-68177	-65935	-68122	-75869	-73499	-65109	-60767	-64775	-69963	-64396
2967	-68147	-65895	-67993	-75822	-73355	-65166	-60767	-64667	-69756	-64156
2968	-68172	-65789	-67854	-75746	-73300	-65192	-60840	-64711	-69747	-64009
2969	-68280	-65708	-67875	-75705	-73252	-65093	-60921	-64609	-69733	-63913
2970	-68395	-65687	-67801	-75754	-73318	-65029	-60903	-64474	-69674	-63739
2971	-68387	-65597	-67692	-75556	-73101	-64909	-60815	-64533	-69546	-63602
2972	-68454	-65448	-67449	-75412	-73140	-64797	-60887	-64597	-69413	-63428
2973	-68435	-65371	-67304	-75358	-73138	-64788	-60829	-64589	-69485	-63421
2974	-68332	-65367	-67266	-75112	-73066	-64790	-60879	-64590	-69524	-63349
2975	-68250	-65336	-67258	-75195	-73055	-64682	-60912	-64740	-69496	-63396
2976	-68129	-65362	-67155	-75190	-72890	-64537	-60908	-64811	-69371	-63464
2977	-68132	-65416	-67105	-75201	-72921	-64421	-60921	-64842	-69173	-63464
2978	-68201	-65569	-66917	-75090	-72744	-64371	-60929	-64856	-69324	-63435
2979	-68080	-65615	-66732	-74898	-72871	-64356	-60952	-64663	-69301	-63340
2980	-68068	-65614	-66645	-74861	-72879	-64473	-60942	-64767	-69290	-63208
2981	-68037	-65771	-66514	-74727	-72958	-64553	-60853	-64899	-69436	-63080
2982	-68095	-65710	-66600	-74568	-72890	-64626	-60735	-64952	-69475	-62910
2983	-68172	-65737	-66471	-74434	-72890	-64718	-60735	-65013	-69529	-62823
2984	-68208	-65797	-66460	-74386	-72945	-64810	-60735	-65126	-69504	-62911
2985	-68328	-65821	-66392	-74158	-73007	-64931	-60821	-65062	-69493	-62918
2986	-68511	-65869	-66376	-74036	-73123	-64993	-60885	-65311	-69475	-63006
2987	-68696	-65981	-66370	-73895	-73126	-64898	-60846	-65519	-69392	-63149
2988	-68766	-65991	-66520	-73803	-73237	-64694	-60887	-65748	-69263	-63245
2989	-68821	-66050	-66611	-73676	-73129	-64434	-60907	-66076	-69318	-63376
2990	-68939	-66188	-66682	-73799	-73104	-64348	-60975	-66279	-69230	-63515
2991	-68940	-66414	-66699	-73935	-73261	-64368	-61024	-66450	-69187	-63621
2992	-68994	-66549	-66771	-73955	-73190	-64436	-61009	-66586	-69145	-63684
2993	-68950	-66752	-66738	-73917	-73104	-64572	-61061	-66831	-69056	-63732
2994	-69095	-66925	-66679	-73892	-73151	-64847	-61233	-66945	-68951	-63754
2995	-68985	-67197	-66781	-73966	-73194	-64873	-61296	-67167	-68844	-63945
2996	-69050	-67319	-66915	-73859	-73236	-64973	-61369	-67377	-68853	-64057
2997	-69110	-67212	-67099	-73776	-73435	-65009	-61417	-67528	-69026	-64265
2998	-69260	-67300	-67376	-73820	-73484	-65091	-61575	-67820	-69222	-64374
2999	-69234	-67291	-67555	-73820	-73561	-65215	-61712	-68193	-69264	-64552
3000	-69195	-67355	-67693	-73701	-73627	-65230	-61918	-68556	-69313	-64718
3001	-69312	-67403	-67875	-73732	-73699	-65153	-62158	-68743	-69421	-64856
3002	-69498	-67477	-67893	-73742	-73801	-65080	-62298	-68847	-69394	-65028
3003	-69639	-67599	-67911	-73734	-73811	-65162	-62404	-68942	-69404	-65261
3004	-69747	-67768	-67903	-73753	-73807	-65340	-62464	-69212	-69572	-65603
3005	-69882	-67972	-68024	-73848	-73862	-65430	-62585	-69314	-69657	-65735
3006	-69930	-67990	-68161	-73913	-74089	-65524	-62740	-69665	-69782	-65925
3007	-70096	-68156	-68388	-74087	-74317	-65601	-62829	-70041	-70129	-66170
3008	-70408	-68402	-68516	-74329	-74613	-65757	-62924	-70415	-70169	-66462
3009	-70606	-68520	-68736	-74515	-74673	-65818	-63087	-70810	-70356	-66625
3010	-70806	-68590	-68958	-74816	-74852	-65934	-63315	-71229	-70448	-66721
3011	-70984	-68743	-68992	-74857	-74883	-66100	-63509	-71581	-70565	-67025
3012	-71255	-68892	-68812	-74900	-74964	-66304	-63737	-71962	-70885	-67282
3013	-71469	-68994	-68830	-74913	-75282	-66546	-63939	-72260	-71042	-67432
3014	-71726	-69224	-68960	-75065	-75447	-66709	-64166	-72569	-71261	-67693
3015	-72001	-69496	-68978	-75278	-75739	-66795	-64344	-72804	-71273	-67900
3016	-72173	-69638	-69105	-75502	-75903	-66917	-64524	-73115	-71263	-68213
3017	-72282	-69853	-69312	-75777	-76027	-67085	-64740	-73379	-71469	-68513
3018	-72386	-70001	-69338	-76108	-76186	-67191	-64840	-73593	-71662	-68863
3019	-72553	-70109	-69358	-76358	-76363	-67307	-64953	-73899	-71749	-69016
3020	-72620	-70330	-69656	-76449	-76593	-67540	-65134	-74143	-71899	-69297
3021	-72766	-70652	-69703	-76698	-76787	-67867	-65302	-74494	-72154	-69464
3022	-72859	-70798	-69880	-76913	-76884	-68248	-65486	-74896	-72318	-69663
3023	-73016	-70829	-70188	-77046	-76994	-68467	-65543	-75151	-72605	-69676
3024	-73267	-71086	-70407	-77286	-77225	-68730	-65789	-75446	-72837	-69870
3025	-73481	-71403	-70699	-77565	-77423	-68964	-65876	-75655	-73036	-70226
3026	-73856	-71547	-71091	-77806	-77691	-69051	-66009	-75907	-73219	-70507
3027	-74048	-71913	-71401	-78101	-77775	-69157	-66230	-76157	-73343	-70747
3028	-74157	-72012	-71734	-78387	-78086	-69297	-66477	-76428	-73517	-71029
3029	-74473	-72195	-72006	-78787	-78294	-69547	-66622	-76600	-73659	-71384
3030	-74551	-72498	-72284	-79077	-78418	-69944	-66683	-76746	-73795	-71680
3031	-74659	-72683	-72600	-79430	-78584	-70134	-66940	-77054	-73810	-71821
3032	-74924	-72968	-72887	-79837	-78810	-70343	-67063	-77181	-73962	-72053
3033	-75067	-73067	-73004	-80132	-79012	-70578	-67164	-77430	-74079	-72287
3034	-75416	-73196	-73106	-80299	-79094	-70753	-67381	-77691	-74378	-72384
3035	-75787	-73320	-73326	-80492	-79345	-70962	-67675	-77990	-74549	-72584
3036	-76039	-73606	-73540	-80676	-79524	-71145	-67813	-78301	-74744	-72743
3037	-76286	-73808	-73840	-81044	-79726	-71293	-67915	-78550	-74964	-72987
3038	-76567	-73887	-74045	-81347	-80022	-71325	-68103	-78764	-75284	-73107
3039	-76796	-74182	-74302	-81541	-80189	-71516	-68252	-79015	-75609	-73412
3040	-77078	-74333	-74406	-81753	-80435	-71710	-68276	-79146	-75743	-73723
3041	-77331	-74555	-74561	-81993	-80810	-71786	-68506	-79369	-75870	-74041
3042	-77591	-74697	-74687	-82341	-81083	-71826	-68780	-79479	-76028	-74273
3043	-77886	-74814	-74904	-82588	-81324	-71855	-69040	-79598	-76288	-74423
3044	-78131	-74910	-75237	-82841	-81498	-72019	-69239	-79636	-76592	-74568
3045	-78394	-75141	-75322	-83137	-81723	-72198	-69229	-79756	-76708	-74760
3046	-78545	-75461	-75517	-83381	-81875	-72407	-69351	-79945	-76885	-74963
3047	-78808	-75606	-75726	-83642	-82080	-72579	-69494	-80099	-77148	-75070
3048	-79253	-75792	-75877	-83921	-82249	-72761	-69656	-80314	-77554	-75295
3049	-79359	-76011	-75896	-84157	-82541	-72951	-69814	-80614	-77933	-75420
3050	-79693	-76197	-76122	-84263	-82714	-73174	-69975	-80843	-78215	-75629
3051	-79943	-76386	-76352	-84405	-82940	-73257	-70049	-81093	-78424	-75682
3052	-80083	-76527	-76410	-84671	-83189	-73341	-70302	-81345	-78593	-75797
3053	-80387	-76765	-76603	-84967	-83483	-73344	-70483	-81447	-78897	-75963
3054	-80527	-76835	-76887	-85337	-83706	-73408	-70595	-81591	-79114	-76212
3055	-80815	-76946	-77008	-85534	-84040	-73677	-70639	-81686	-79241	-76583
3056	-81109	-76991	-77292	-86006	-84395	-73760	-70666	-81741	-79314	-76879
3057	-81272	-77058	-77397	-86210	-84628	-73866	-70930	-81841	-79565	-77185
3058	-81441	-77224	-77575	-86366	-84990	-74030	-71037	-81907	-79703	-77354
3059	-81737	-77230	-77821	-86696	-85296	-74203	-71255	-82058	-79723	-77487
3060	-81993	-77407	-78000	-87037	-85351	-74390	-71343	-82177	-79982	-77695
3061	-82294	-77580	-78083	-87213	-85518	-74452	-71509	-82461	-80210	-77936
3062	-82501	-77601	-78238	-87417	-85807	-74583	-71735	-82677	-80570	-78103
3063	-82775	-77676	-78401	-87511	-86004	-74747	-71945	-82855	-80822	-78351
3064	-82886	-77779	-78545	-87745	-86142	-74739	-72018	-82970	-81027	-78663
3065	-82900	-77870	-78725	-88036	-86455	-74810	-72207	-83092	-81394	-78795
3066	-83052	-77890	-78935	-88212	-86678	-74744	-72247	-83093	-81627	-78906
3067	-83078	-77958	-79135	-88508	-86836	-74764	-72271	-83141	-81731	-79015
3068	-83361	-78029	-79315	-88710	-86899	-74832	-72290	-83045	-81952	-79215
3069	-83515	-78196	-79524	-88890	-87169	-74910	-72390	-82898	-82063	-79332
3070	-83683	-78352	-79623	-89108	-87428	-75023	-72416	-82842	-82265	-79522
3071	-83833	-78416	-79777	-89148	-87722	-75071	-72498	-82860	-82487	-79630
3072	-84107	-78407	-79782	-89257	-87904	-75213	-72558	-82824	-82517	-79738
3073	-84432	-78566	-79816	-89450	-88039	-75315	-72574	-82916	-82753	-79960
3074	-84525	-78732	-80054	-89515	-88254	-75263	-72779	-82979	-82877	-80111
3075	-84556	-78832	-80195	-89669	-88451	-75423	-72800	-83130	-82983	-80327
3076	-84525	-78974	-80352	-89804	-88612	-75471	-72921	-83083	-83110	-80441
3077	-84612	-79203	-80386	-89955	-88767	-75510	-73036	-83070	-83255	-80520
3078	-84591	-79400	-80383	-90223	-88913	-75719	-73156	-83198	-83280	-80744
3079	-84603	-79531	-80411	-90418	-89064	-75765	-73217	-83032	-83390	-80846
3080	-84506	-79803	-80425	-90579	-89307	-75927	-73252	-83069	-83471	-80937
3081	-84647	-79867	-80525	-90815	-89387	-76141	-73393	-83096	-83572	-81036
3082	-84820	-79984	-80737	-91126	-89702	-76175	-73503	-83124	-83773	-81070
3083	-84879	-80103	-80854	-91283	-89867	-76277	-73485	-83130	-83927	-81203
3084	-84949	-80024	-81032	-91369	-90137	-76323	-73574	-83102	-84085	-81311
3085	-84968	-80097	-81212	-91449	-90223	-76418	-73718	-82988	-84086	-81330
3086	-85050	-80155	-81287	-91574	-90268	-76463	-73741	-82893	-84148	-81514
3087	-84976	-80245	-81393	-91571	-90208	-76479	-73830	-82759	-84268	-81625
3088	-84948	-80366	-81358	-91656	-90120	-76604	-73834	-82598	-84325	-81833
3089	-84886	-80454	-81378	-91720	-90271	-76550	-73852	-82653	-84410	-81861
3090	-84759	-80657	-81543	-91965	-90403	-76814	-73945	-82565	-84516	-81770
3091	-84700	-80761	-81632	-92010	-90502	-76942	-73952	-82463	-84679	-81855
3092	-84582	-80804	-81672	-92064	-90478	-76902	-74037	-82481	-84581	-81785
3093	-84551	-80777	-81755	-92139	-90408	-76731	-73992	-82275	-84648	-81813
3094	-84384	-80762	-81945	-92195	-90368	-76741	-73829	-82202	-84544	-81989
3095	-84357	-80673	-82174	-92206	-90360	-76739	-73767	-82177	-84490	-82001
3096	-84352	-80716	-82251	-92100	-90537	-76863	-73717	-82057	-84457	-82101
3097	-84422	-80670	-82352	-92287	-90579	-76930	-73692	-81978	-84378	-82163
3098	-84567	-80670	-82386	-92433	-90587	-77019	-73732	-82132	-84475	-82320
3099	-84634	-80583	-82551	-92350	-90688	-77121	-73818	-81963	-84653	-82189
3100	-84682	-80451	-82603	-92356	-90701	-77196	-73899	-81893	-84642	-82224
3101	-84575	-80418	-82606	-92258	-90689	-77126	-73905	-81779	-84746	-82321
3102	-84423	-80303	-82649	-92449	-90697	-77111	-73952	-81671	-84703	-82459
3103	-84333	-80251	-82752	-92686	-90700	-76979	-74045	-81564	-84776	-82430
3104	-84237	-80251	-82786	-92776	-90627	-76921	-74041	-81381	-84782	-82275
3105	-84108	-80204	-82825	-92749	-90495	-76918	-73974	-81362	-84751	-82297
3106	-84043	-80302	-82982	-92839	-90476	-76992	-74057	-81138	-84732	-82274
3107	-83941	-80337	-83018	-92955	-90265	-77161	-74169	-80968	-84739	-82111
3108	-84001	-80367	-83041	-92970	-90168	-77342	-74137	-80811	-84692	-82059
3109	-83871	-80296	-82990	-92814	-90114	-77383	-74181	-80645	-84747	-81964
3110	-83835	-79976	-82975	-92794	-90173	-77447	-74083	-80620	-84806	-81813
3111	-83824	-79942	-82946	-92649	-90312	-77584	-74161	-80469	-85004	-81707
3112	-83842	-79747	-82931	-92706	-90308	-77650	-74182	-80237	-85029	-81693
3113	-83833	-79573	-83009	-92770	-90122	-77528	-74117	-80040	-85072	-81561
3114	-83972	-79349	-83076	-92811	-90046	-77515	-74016	-79742	-84991	-81365
3115	-84040	-79234	-82942	-92788	-89891	-77495	-73999	-79582	-84854	-81122
3116	-83885	-79392	-82951	-92867	-89667	-77490	-73900	-79416	-84675	-80930
3117	-83959	-79524	-82857	-92793	-89549	-77474	-73879	-79105	-84625	-80751
3118	-84005	-79641	-82671	-92787	-89372	-77470	-73889	-78863	-84543	-80467
3119	-84031	-79610	-82617	-92845	-89176	-77534	-73694	-78584	-84455	-80411
3120	-83929	-79585	-82637	-92619	-89182	-77656	-73572	-78526	-84417	-80207
3121	-83821	-79602	-82621	-92558	-89140	-77731	-73471	-78459	-84441	-79962
3122	-83716	-79533	-82648	-92435	-89245	-77767	-73421	-78408	-84477	-79876
3123	-83570	-79472	-82648	-92433	-89310	-77819	-73460	-78192	-84429	-79735
3124	-83419	-79395	-82667	-92293	-89222	-77805	-73473	-77977	-84243	-79688
3125	-83436	-79433	-82532	-92159	-89027	-77879	-73489	-77785	-84239	-79515
3126	-83366	-79384	-82360	-91905	-88774	-77843	-73557	-77604	-84068	-79297
3127	-83414	-79471	-82235	-91780	-88663	-77847	-73555	-77463	-83960	-78973
3128	-83394	-79441	-82054	-91591	-88438	-77753	-73385	-77218	-83720	-78790
3129	-83317	-79573	-81892	-91448	-88323	-77616	-73370	-77079	-83613	-78643
3130	-83064	-79560	-81776	-91537	-88322	-77516	-73301	-76933	-83564	-78422
3131	-82920	-79492	-81911	-91417	-88224	-77484	-73187	-76761	-83446	-78251
3132	-82683	-79524	-81909	-91497	-87897	-77379	-73078	-76642	-83360	-78163
3133	-82421	-79371	-81854	-91434	-87725	-77373	-72903	-76485	-83353	-78000
3134	-82353	-79171	-81908	-91417	-87667	-77470	-72814	-76603	-83416	-78039
3135	-82226	-79206	-81870	-91321	-87520	-77518	-72780	-76692	-83397	-77935
3136	-82176	-79182	-81848	-91254	-87399	-77643	-72746	-76703	-83257	-77859
3137	-82328	-79213	-82030	-91096	-87364	-77674	-72612	-76853	-83311	-77718
3138	-82347	-79163	-82128	-91010	-87324	-77680	-72513	-76811	-83336	-77589
3139	-82416	-79108	-82203	-90951	-87260	-77789	-72524	-76828	-83282	-77397
3140	-82544	-79179	-82301	-90917	-87186	-77702	-72534	-76802	-83142	-77312
3141	-82443	-79195	-82279	-90870	-87056	-77414	-72583	-76808	-83109	-77207
3142	-82448	-79218	-82093	-90804	-86971	-77331	-72676	-76836	-83092	-77213
3143	-82322	-79072	-81898	-90721	-86886	-77091	-72574	-76881	-82979	-77177
3144	-82310	-79028	-81689	-90602	-86859	-76989	-72573	-76928	-82909	-76962
3145	-82277	-79062	-81603	-90460	-86766	-76965	-72636	-76972	-82818	-76903
3146	-82227	-78938	-81466	-90278	-86758	-76946	-72835	-77077	-82747	-76752
3147	-82025	-79079	-81460	-90095	-86728	-76930	-72786	-77183	-82750	-76610
3148	-81997	-79066	-81275	-90018	-86692	-76998	-72727	-77121	-82762	-76355
3149	-81951	-78897	-81125	-89923	-86848	-76841	-72656	-77153	-82656	-76351
3150	-81955	-78842	-80988	-89866	-86860	-76732	-72485	-77183	-82750	-76356
3151	-81875	-78724	-80858	-89783	-86813	-76615	-72573	-77260	-82798	-76271
3152	-81979	-78735	-80758	-89655	-86811	-76531	-72614	-77305	-82813	-76335
3153	-82039	-78737	-80786	-89480	-86696	-76466	-72665	-77392	-82796	-76261
3154	-81971	-78752	-80686	-89466	-86628	-76554	-72651	-77540	-82778	-76203
3155	-82228	-78764	-80572	-89380	-86593	-76627	-72610	-77703	-82629	-76151
3156	-82173	-78779	-80553	-89251	-86566	-76629	-72657	-77814	-82511	-76288
3157	-82232	-78710	-80441	-89229	-86591	-76645	-72638	-78119	-82417	-76212
3158	-82183	-78481	-80447	-89133	-86837	-76586	-72541	-78323	-82326	-76187
3159	-82103	-78557	-80345	-89079	-86906	-76523	-72778	-78399	-82174	-76229
3160	-82053	-78659	-80365	-89151	-86888	-76465	-72709	-78539	-82097	-76210
3161	-82176	-78858	-80272	-89064	-86982	-76437	-72734	-78721	-82116	-76361
3162	-82141	-79013	-80150	-89002	-87006	-76369	-72608	-78812	-82149	-76484
3163	-82123	-79055	-80021	-88883	-87160	-76284	-72492	-79058	-82137	-76533
3164	-82023	-79150	-79965	-89010	-87238	-76267	-72505	-79448	-82287	-76637
3165	-82079	-79182	-80092	-88989	-87429	-76449	-72459	-79774	-82349	-76700
3166	-82057	-79151	-80044	-89038	-87445	-76479	-72527	-80144	-82416	-76721
3167	-82079	-79166	-80101	-89201	-87479	-76430	-72613	-80376	-82235	-76848
3168	-82008	-79206	-80150	-89311	-87487	-76388	-72746	-80459	-82061	-77034
3169	-82052	-79230	-80086	-89399	-87610	-76293	-73051	-80817	-81946	-77203
3170	-82002	-79403	-80208	-89353	-87617	-76345	-73155	-80976	-81897	-77567
3171	-82093	-79641	-80313	-89257	-87575	-76443	-73309	-81080	-81727	-77778
3172	-81975	-79649	-80419	-89279	-87602	-76483	-73450	-81352	-81562	-77892
3173	-82126	-79794	-80471	-89216	-87580	-76607	-73504	-81596	-81575	-78010
3174	-82184	-80019	-80490	-89164	-87664	-76574	-73624	-81788	-81641	-78203
3175	-82381	-80161	-80482	-89047	-87753	-76601	-73807	-82044	-81786	-78294
3176	-82464	-80408	-80606	-89064	-87885	-76764	-73926	-82227	-81902	-78401
3177	-82594	-80337	-80539	-89132	-87964	-76880	-74024	-82553	-82041	-78561
3178	-82661	-80333	-80613	-89084	-87962	-77043	-74043	-82851	-82144	-78735
3179	-82789	-80424	-80799	-88985	-88119	-77232	-74292	-82964	-82220	-78905
3180	-82810	-80419	-80954	-89062	-88320	-77260	-74369	-83122	-82227	-79109
3181	-82874	-80588	-80999	-89099	-88374	-77368	-74345	-83419	-82182	-79331
3182	-82936	-80699	-81112	-89037	-88496	-77381	-74296	-83639	-82184	-79546
3183	-82975	-80832	-81198	-89240	-88775	-77569	-74425	-83765	-82181	-79682
3184	-83283	-81041	-81276	-89132	-88897	-77717	-74442	-83863	-82280	-79940
3185	-83427	-81281	-81400	-89232	-88960	-77968	-74703	-84030	-82300	-80295
3186	-83681	-81504	-81615	-89291	-89095	-78233	-74872	-84316	-82383	-80544
3187	-83758	-81651	-81805	-89439	-89366	-78447	-75082	-84621	-82386	-80705
3188	-83742	-81777	-81909	-89494	-89420	-78570	-75231	-84882	-82553	-80905
3189	-84016	-81876	-82086	-89680	-89550	-78533	-75440	-85094	-82816	-81096
3190	-84133	-82004	-82272	-89956	-89626	-78579	-75647	-85362	-82973	-81425
3191	-84343	-82354	-82407	-90087	-89854	-78743	-75827	-85734	-83200	-81612
3192	-84443	-82471	-82725	-90268	-90145	-78843	-75961	-85976	-83383	-81945
3193	-84726	-82674	-82869	-90497	-90392	-79102	-76045	-86209	-83374	-82344
3194	-84968	-82913	-83050	-90722	-90486	-79205	-76224	-86449	-83453	-82733
3195	-85443	-82920	-83304	-90972	-90579	-79387	-76477	-86656	-83530	-83082
3196	-85554	-83076	-83546	-91220	-90740	-79630	-76689	-86886	-83616	-83339
3197	-85784	-83198	-83877	-91447	-90793	-79714	-76790	-87088	-83779	-83389
3198	-85994	-83311	-84034	-91637	-90926	-79976	-76931	-87379	-83844	-83582
3199	-86152	-83365	-84306	-91768	-90889	-80263	-77042	-87468	-83931	-83686
3200	-86340	-83397	-84441	-91879	-91114	-80443	-77142	-87564	-84056	-83924
3201	-86569	-83560	-84530	-91927	-91137	-80638	-77221	-87710	-84233	-84216
3202	-86735	-83676	-84586	-92231	-91232	-80778	-77481	-87943	-84361	-84419
3203	-86937	-83919	-84673	-92580	-91315	-80803	-77719	-88245	-84562	-84783
3204	-87055	-84097	-84838	-92849	-91373	-80904	-77818	-88543	-84702	-85106
3205	-87197	-84378	-85022	-93013	-91563	-81039	-78013	-88736	-84852	-85391
3206	-87298	-84510	-85166	-93235	-91839	-81241	-78107	-88996	-85029	-85667
3207	-87528	-84577	-85246	-93501	-91960	-81303	-78273	-89266	-85202	-85787
3208	-87703	-84822	-85306	-93782	-92141	-81541	-78354	-89563	-85387	-86095
3209	-87866	-85004	-85307	-93846	-92316	-81629	-78294	-90029	-85532	-86322
3210	-88165	-85204	-85542	-94135	-92438	-81607	-78325	-90360	-85606	-86455
3211	-88633	-85314	-85645	-94159	-92679	-81839	-78522	-90534	-85801	-86709
3212	-88838	-85456	-85855	-94354	-92917	-82136	-78827	-90836	-85867	-87061
3213	-89278	-85639	-85860	-94672	-93186	-82197	-79197	-90937	-86123	-87149
3214	-89577	-85893	-85767	-95030	-93533	-82446	-79476	-90955	-86494	-87263
3215	-89579	-86140	-85854	-95410	-93619	-82726	-79711	-91284	-86741	-87338
3216	-89749	-86369	-85957	-95544	-93913	-82795	-79874	-91532	-86967	-87508
3217	-89920	-86602	-86123	-95740	-94265	-82969	-80079	-91607	-87106	-87684
3218	-90080	-86707	-86365	-95971	-94408	-82836	-80206	-91810	-87230	-87993
3219	-90218	-86799	-86659	-96241	-94649	-82896	-80267	-92159	-87348	-88185
3220	-90520	-86862	-86862	-96446	-94890	-83020	-80435	-92220	-87494	-88331
3221	-90778	-86973	-87140	-96580	-95100	-83129	-80543	-92434	-87790	-88485
3222	-91094	-87151	-87231	-96568	-95231	-83282	-80580	-92492	-88023	-88457
3223	-91337	-87252	-87390	-96744	-95474	-83470	-80773	-92678	-88292	-88602
3224	-91433	-87456	-87597	-96972	-95836	-83621	-81024	-92693	-88559	-88785
3225	-91577	-87628	-87560	-97128	-96049	-83879	-81313	-92825	-88799	-88872
3226	-91982	-87834	-87561	-97224	-96300	-84047	-81344	-93039	-88954	-89074
3227	-92314	-87961	-87571	-97433	-96501	-84287	-81519	-93166	-89221	-89168
3228	-92623	-88080	-87723	-97725	-96588	-84458	-81643	-93277	-89387	-89281
3229	-92981	-88325	-87892	-97788	-96671	-84556	-81866	-93334	-89442	-89398
3230	-93183	-88285	-88074	-98060	-96859	-84550	-81898	-93428	-89562	-89439
3231	-93270	-88310	-88383	-98359	-97019	-84534	-82044	-93505	-89752	-89642
3232	-93414	-88414	-88482	-98569	-97223	-84726	-82248	-93631	-89866	-89903
3233	-93601	-88619	-88619	-98691	-97418	-84918	-82447	-93777	-90049	-90129
3234	-93585	-88683	-88762	-98970	-97653	-84983	-82601	-93754	-90373	-90384
3235	-93841	-88700	-88775	-99220	-97856	-85281	-82714	-93854	-90574	-90530
3236	-93821	-88687	-88851	-99453	-98119	-85507	-82732	-93970	-90774	-90861
3237	-94041	-88761	-88918	-99742	-98371	-85558	-82814	-94152	-90977	-91174
3238	-94148	-88822	-89163	-100005	-98660	-85591	-83015	-94226	-91107	-91310
3239	-94332	-89012	-89251	-100452	-98742	-85683	-83284	-94432	-91362	-91520
3240	-94567	-89026	-89420	-100666	-99035	-85730	-83514	-94553	-91504	-91713
3241	-94748	-89000	-89603	-100755	-99080	-85818	-83646	-94567	-91803	-91837
3242	-94913	-89203	-89870	-100835	-99313	-85749	-83892	-94765	-91909	-92020
3243	-94867	-89263	-90021	-101169	-99466	-85844	-84015	-94903	-92161	-92226
3244	-94769	-89421	-90321	-101399	-99602	-85803	-84027	-94981	-92293	-92408
3245	-94908	-89460	-90499	-101558	-99799	-85863	-84107	-95008	-92363	-92625
3246	-95008	-89468	-90532	-101647	-99943	-85907	-84211	-95051	-92607	-92797
3247	-95176	-89725	-90725	-101866	-100170	-86037	-84510	-95214	-92822	-92955
3248	-95340	-89872	-90807	-102093	-100521	-86221	-84499	-95212	-92936	-93117
3249	-95571	-90040	-90951	-102133	-100792	-86459	-84691	-95226	-93052	-93201
